map_id,start_x,start_y,age,xhat,yhat,direction,cnt_e,cnt_w,cnt_n,cnt_s,belief_state,b1,b2,b3,b4,other,gini_uncertainty
32,2,8,5,6,8,north,4,0,1,0,19,86,4,4,4,2,2552
32,2,8,6,6,9,east,5,0,1,0,26,83,5,5,4,3,3036
32,2,8,7,7,9,east,6,0,1,0,38,81,6,5,5,3,3344
32,2,8,8,8,9,east,7,0,1,0,51,78,7,6,6,3,3786
32,2,9,1,2,9,south,0,0,0,1,1,97,1,1,1,0,588
32,2,9,2,2,8,east,1,0,0,1,4,94,2,1,1,2,1154
32,2,9,3,3,8,east,2,0,0,1,7,91,3,2,2,2,1698
32,2,9,4,4,8,east,3,0,0,1,12,88,4,3,3,2,2218
32,2,9,5,5,8,east,4,0,0,1,19,86,4,4,4,2,2552
32,2,9,6,6,8,north,4,0,1,1,33,84,4,4,4,4,2880
32,2,9,7,6,9,east,5,0,1,1,39,81,5,5,4,5,3348
32,2,9,8,7,9,east,6,0,1,1,65,78,6,6,5,5,3794
32,2,9,9,8,9,east,7,0,1,1,68,76,7,6,6,5,4078
32,3,0,1,3,0,east,1,0,0,0,1,97,1,1,1,0,588
32,3,0,2,4,0,east,2,0,0,0,2,94,2,2,2,0,1152
32,3,0,3,5,0,north,2,0,1,0,7,91,3,2,2,2,1698
32,3,0,4,5,1,north,2,0,2,0,14,88,4,2,2,4,2216
32,3,0,5,5,2,north,2,0,3,0,21,86,4,3,3,4,2554
32,3,0,6,5,3,north,2,0,4,0,28,83,5,4,4,4,3038
32,3,0,7,5,4,north,2,0,5,0,41,81,6,4,4,5,3346
32,3,0,8,5,5,north,2,0,6,0,55,78,7,5,5,5,3792
32,3,0,9,5,6,east,3,0,6,0,76,76,7,5,5,7,4076
32,3,0,10,6,6,north,3,0,7,0,105,74,8,6,5,7,4350
32,3,1,1,3,1,south,0,0,0,1,1,97,1,1,1,0,588
32,3,1,2,3,0,east,1,0,0,1,4,94,2,1,1,2,1154
32,3,1,3,4,0,east,2,0,0,1,7,91,3,2,2,2,1698
32,3,1,4,5,0,north,2,0,1,1,15,88,3,3,2,4,2218
32,3,1,5,5,1,north,2,0,2,1,18,86,3,3,2,6,2546
32,3,1,6,5,2,north,2,0,3,1,29,83,4,3,3,7,3028
32,3,1,7,5,3,north,2,0,4,1,42,81,5,4,3,7,3340
32,3,1,8,5,4,north,2,0,5,1,56,79,6,4,4,7,3642
32,3,1,9,5,5,north,2,0,6,1,76,76,7,5,5,7,4076
32,3,1,10,5,6,east,3,0,6,1,106,74,7,5,5,9,4344
32,3,4,1,3,4,east,1,0,0,0,1,97,1,1,1,0,588
32,3,4,2,4,4,north,1,0,1,0,4,94,2,1,1,2,1154
32,3,4,3,4,5,east,2,0,1,0,7,91,3,2,2,2,1698
32,3,4,4,5,5,north,2,0,2,0,14,88,4,2,2,4,2216
32,3,4,5,5,6,east,3,0,2,0,21,86,4,3,3,4,2554
32,3,4,6,6,6,north,3,0,3,0,31,83,5,3,3,6,3032
32,3,4,7,6,7,north,3,0,4,0,43,81,6,4,3,6,3342
32,3,4,8,6,8,north,3,0,5,0,58,79,7,4,4,6,3642
32,3,4,9,6,9,east,4,0,5,0,82,76,8,4,4,8,4064
32,3,4,10,7,9,east,5,0,5,0,112,74,8,4,4,10,4328
32,3,5,1,3,5,east,1,0,0,0,1,97,1,1,1,0,588
32,3,5,2,4,5,east,2,0,0,0,2,94,2,2,2,0,1152
32,3,5,3,5,5,north,2,0,1,0,7,91,3,2,2,2,1698
32,3,5,4,5,6,east,3,0,1,0,12,88,4,3,3,2,2218
32,3,5,5,6,6,north,3,0,2,0,21,86,4,3,3,4,2554
32,3,5,6,6,7,north,3,0,3,0,31,83,5,3,3,6,3032
32,3,5,7,6,8,north,3,0,4,0,43,81,6,4,3,6,3342
32,3,5,8,6,9,east,4,0,4,0,61,79,7,3,3,8,3628
32,3,5,9,7,9,east,5,0,4,0,82,76,8,4,4,8,4064
32,3,5,10,8,9,east,6,0,4,0,109,74,8,5,5,8,4346
32,3,7,1,3,7,north,0,0,1,0,1,97,1,1,1,0,588
32,3,7,2,3,8,east,1,0,1,0,4,94,2,1,1,2,1154
32,3,7,3,4,8,east,2,0,1,0,7,91,3,2,2,2,1698
32,3,7,4,5,8,east,3,0,1,0,12,88,4,3,3,2,2218
32,3,7,5,6,8,north,3,0,2,0,21,86,4,3,3,4,2554
32,3,7,6,6,9,east,4,0,2,0,28,83,5,4,4,4,3038
32,3,7,7,7,9,east,5,0,2,0,41,81,6,4,4,5,3346
32,3,7,8,8,9,east,6,0,2,0,55,78,7,5,5,5,3792
32,3,8,1,3,8,east,1,0,0,0,1,97,1,1,1,0,588
32,3,8,2,4,8,east,2,0,0,0,2,94,2,2,2,0,1152
32,3,8,3,5,8,east,3,0,0,0,5,91,3,3,3,0,1692
32,3,8,4,6,8,north,3,0,1,0,12,88,4,3,3,2,2218
32,3,8,5,6,9,east,4,0,1,0,19,86,4,4,4,2,2552
32,3,8,6,7,9,east,5,0,1,0,26,83,5,5,4,3,3036
32,3,8,7,8,9,east,6,0,1,0,38,81,6,5,5,3,3344
32,4,0,1,4,0,east,1,0,0,0,1,97,1,1,1,0,588
32,4,0,2,5,0,north,1,0,1,0,4,94,2,1,1,2,1154
32,4,0,3,5,1,north,1,0,2,0,7,91,3,2,2,2,1698
32,4,0,4,5,2,north,1,0,3,0,12,88,4,3,3,2,2218
32,4,0,5,5,3,north,1,0,4,0,19,86,4,4,4,2,2552
32,4,0,6,5,4,north,1,0,5,0,26,83,5,5,4,3,3036
32,4,0,7,5,5,north,1,0,6,0,38,81,6,5,5,3,3344
32,4,0,8,5,6,east,2,0,6,0,55,78,7,5,5,5,3792
32,4,0,9,6,6,north,2,0,7,0,68,76,7,6,6,5,4078
32,4,0,10,6,7,north,2,0,8,0,101,74,8,7,6,5,4350
32,4,3,1,4,3,north,0,0,1,0,1,97,1,1,1,0,588
32,4,3,2,4,4,north,0,0,2,0,2,94,2,2,2,0,1152
32,4,3,3,4,5,east,1,0,2,0,7,91,3,2,2,2,1698
32,4,3,4,5,5,north,1,0,3,0,12,88,4,3,3,2,2218
32,4,3,5,5,6,east,2,0,3,0,21,86,4,3,3,4,2554
32,4,3,6,6,6,north,2,0,4,0,28,83,5,4,4,4,3038
32,4,3,7,6,7,north,2,0,5,0,41,81,6,4,4,5,3346
32,4,3,8,6,8,north,2,0,6,0,55,78,7,5,5,5,3792
32,4,3,9,6,9,east,3,0,6,0,76,76,7,5,5,7,4076
32,4,3,10,7,9,east,4,0,6,0,109,74,8,5,5,8,4346
32,4,4,1,4,4,north,0,0,1,0,1,97,1,1,1,0,588
32,4,4,2,4,5,east,1,0,1,0,4,94,2,1,1,2,1154
32,4,4,3,5,5,north,1,0,2,0,7,91,3,2,2,2,1698
32,4,4,4,5,6,east,2,0,2,0,14,88,4,2,2,4,2216
32,4,4,5,6,6,north,2,0,3,0,21,86,4,3,3,4,2554
32,4,4,6,6,7,north,2,0,4,0,28,83,5,4,4,4,3038
32,4,4,7,6,8,north,2,0,5,0,41,81,6,4,4,5,3346
32,4,4,8,6,9,east,3,0,5,0,58,79,7,4,4,6,3642
32,4,4,9,7,9,east,4,0,5,0,82,76,8,4,4,8,4064
32,4,4,10,8,9,east,5,0,5,0,112,74,8,4,4,10,4328
32,4,5,1,4,5,east,1,0,0,0,1,97,1,1,1,0,588
32,4,5,2,5,5,north,1,0,1,0,4,94,2,1,1,2,1154
32,4,5,3,5,6,east,2,0,1,0,7,91,3,2,2,2,1698
32,4,5,4,6,6,north,2,0,2,0,14,88,4,2,2,4,2216
32,4,5,5,6,7,north,2,0,3,0,21,86,4,3,3,4,2554
32,4,5,6,6,8,north,2,0,4,0,28,83,5,4,4,4,3038
32,4,5,7,6,9,east,3,0,4,0,43,81,6,4,3,6,3342
32,4,5,8,7,9,east,4,0,4,0,61,79,7,3,3,8,3628
32,4,5,9,8,9,east,5,0,4,0,82,76,8,4,4,8,4064
32,4,6,1,4,6,north,0,0,1,0,1,97,1,1,1,0,588
32,4,6,2,4,7,north,0,0,2,0,2,94,2,2,2,0,1152
32,4,6,3,4,8,east,1,0,2,0,7,91,3,2,2,2,1698
32,4,6,4,5,8,east,2,0,2,0,14,88,4,2,2,4,2216
32,4,6,5,6,8,north,2,0,3,0,21,86,4,3,3,4,2554
32,4,6,6,6,9,east,3,0,3,0,31,83,5,3,3,6,3032
32,4,6,7,7,9,east,4,0,3,0,43,81,6,4,3,6,3342
32,4,6,8,8,9,east,5,0,3,0,58,79,7,4,4,6,3642
32,4,7,1,4,7,north,0,0,1,0,1,97,1,1,1,0,588
32,4,7,2,4,8,east,1,0,1,0,4,94,2,1,1,2,1154
32,4,7,3,5,8,east,2,0,1,0,7,91,3,2,2,2,1698
32,4,7,4,6,8,north,2,0,2,0,14,88,4,2,2,4,2216
32,4,7,5,6,9,east,3,0,2,0,21,86,4,3,3,4,2554
32,4,7,6,7,9,east,4,0,2,0,28,83,5,4,4,4,3038
32,4,7,7,8,9,east,5,0,2,0,41,81,6,4,4,5,3346
32,4,8,1,4,8,east,1,0,0,0,1,97,1,1,1,0,588
32,4,8,2,5,8,east,2,0,0,0,2,94,2,2,2,0,1152
32,4,8,3,6,8,north,2,0,1,0,7,91,3,2,2,2,1698
32,4,8,4,6,9,east,3,0,1,0,12,88,4,3,3,2,2218
32,4,8,5,7,9,east,4,0,1,0,19,86,4,4,4,2,2552
32,4,8,6,8,9,east,5,0,1,0,26,83,5,5,4,3,3036
32,4,9,1,4,9,south,0,0,0,1,1,97,1,1,1,0,588
32,4,9,2,4,8,east,1,0,0,1,4,94,2,1,1,2,1154
32,4,9,3,5,8,east,2,0,0,1,7,91,3,2,2,2,1698
32,4,9,4,6,8,north,2,0,1,1,15,88,3,3,2,4,2218
32,4,9,5,6,9,east,3,0,1,1,21,86,4,3,3,4,2554
32,4,9,6,7,9,east,4,0,1,1,33,84,4,4,4,4,2880
32,4,9,7,8,9,east,5,0,1,1,39,81,5,5,4,5,3348
32,5,0,1,5,0,north,0,0,1,0,1,97,1,1,1,0,588
32,5,0,2,5,1,north,0,0,2,0,2,94,2,2,2,0,1152
32,5,0,3,5,2,north,0,0,3,0,5,91,3,3,3,0,1692
32,5,0,4,5,3,north,0,0,4,0,9,88,4,4,4,0,2208
32,5,0,5,5,4,north,0,0,5,0,16,86,5,4,4,1,2546
32,5,0,6,5,5,north,0,0,6,0,22,83,6,5,5,1,3024
32,5,0,7,5,6,east,1,0,6,0,38,81,6,5,5,3,3344
32,5,0,8,6,6,north,1,0,7,0,51,78,7,6,6,3,3786
32,5,0,9,6,7,north,1,0,8,0,72,76,7,7,6,4,4074
32,5,0,10,6,8,north,1,0,9,0,96,74,8,7,7,4,4346
32,5,1,1,5,1,north,0,0,1,0,1,97,1,1,1,0,588
32,5,1,2,5,2,north,0,0,2,0,2,94,2,2,2,0,1152
32,5,1,3,5,3,north,0,0,3,0,5,91,3,3,3,0,1692
32,5,1,4,5,4,north,0,0,4,0,9,88,4,4,4,0,2208
32,5,1,5,5,5,north,0,0,5,0,16,86,5,4,4,1,2546
32,5,1,6,5,6,east,1,0,5,0,26,83,5,5,4,3,3036
32,5,1,7,6,6,north,1,0,6,0,38,81,6,5,5,3,3344
32,5,1,8,6,7,north,1,0,7,0,51,78,7,6,6,3,3786
32,5,1,9,6,8,north,1,0,8,0,72,76,7,7,6,4,4074
32,5,1,10,6,9,east,2,0,8,0,101,74,8,7,6,5,4350
32,5,2,1,5,2,north,0,0,1,0,1,97,1,1,1,0,588
32,5,2,2,5,3,north,0,0,2,0,2,94,2,2,2,0,1152
32,5,2,3,5,4,north,0,0,3,0,5,91,3,3,3,0,1692
32,5,2,4,5,5,north,0,0,4,0,9,88,4,4,4,0,2208
32,5,2,5,5,6,east,1,0,4,0,19,86,4,4,4,2,2552
32,5,2,6,6,6,north,1,0,5,0,26,83,5,5,4,3,3036
32,5,2,7,6,7,north,1,0,6,0,38,81,6,5,5,3,3344
32,5,2,8,6,8,north,1,0,7,0,51,78,7,6,6,3,3786
32,5,2,9,6,9,east,2,0,7,0,68,76,7,6,6,5,4078
32,5,2,10,7,9,east,3,0,7,0,105,74,8,6,5,7,4350
32,5,3,1,5,3,north,0,0,1,0,1,97,1,1,1,0,588
32,5,3,2,5,4,north,0,0,2,0,2,94,2,2,2,0,1152
32,5,3,3,5,5,north,0,0,3,0,5,91,3,3,3,0,1692
32,5,3,4,5,6,east,1,0,3,0,12,88,4,3,3,2,2218
32,5,3,5,6,6,north,1,0,4,0,19,86,4,4,4,2,2552
32,5,3,6,6,7,north,1,0,5,0,26,83,5,5,4,3,3036
32,5,3,7,6,8,north,1,0,6,0,38,81,6,5,5,3,3344
32,5,3,8,6,9,east,2,0,6,0,55,78,7,5,5,5,3792
32,5,3,9,7,9,east,3,0,6,0,76,76,7,5,5,7,4076
32,5,3,10,8,9,east,4,0,6,0,109,74,8,5,5,8,4346
32,5,4,1,5,4,north,0,0,1,0,1,97,1,1,1,0,588
32,5,4,2,5,5,north,0,0,2,0,2,94,2,2,2,0,1152
32,5,4,3,5,6,east,1,0,2,0,7,91,3,2,2,2,1698
32,5,4,4,6,6,north,1,0,3,0,12,88,4,3,3,2,2218
32,5,4,5,6,7,north,1,0,4,0,19,86,4,4,4,2,2552
32,5,4,6,6,8,north,1,0,5,0,26,83,5,5,4,3,3036
32,5,4,7,6,9,east,2,0,5,0,41,81,6,4,4,5,3346
32,5,4,8,7,9,east,3,0,5,0,58,79,7,4,4,6,3642
32,5,4,9,8,9,east,4,0,5,0,82,76,8,4,4,8,4064
32,5,5,1,5,5,north,0,0,1,0,1,97,1,1,1,0,588
32,5,5,2,5,6,east,1,0,1,0,4,94,2,1,1,2,1154
32,5,5,3,6,6,north,1,0,2,0,7,91,3,2,2,2,1698
32,5,5,4,6,7,north,1,0,3,0,12,88,4,3,3,2,2218
32,5,5,5,6,8,north,1,0,4,0,19,86,4,4,4,2,2552
32,5,5,6,6,9,east,2,0,4,0,28,83,5,4,4,4,3038
32,5,5,7,7,9,east,3,0,4,0,43,81,6,4,3,6,3342
32,5,5,8,8,9,east,4,0,4,0,61,79,7,3,3,8,3628
32,5,6,1,5,6,east,1,0,0,0,1,97,1,1,1,0,588
32,5,6,2,6,6,north,1,0,1,0,4,94,2,1,1,2,1154
32,5,6,3,6,7,north,1,0,2,0,7,91,3,2,2,2,1698
32,5,6,4,6,8,north,1,0,3,0,12,88,4,3,3,2,2218
32,5,6,5,6,9,east,2,0,3,0,21,86,4,3,3,4,2554
32,5,6,6,7,9,east,3,0,3,0,31,83,5,3,3,6,3032
32,5,6,7,8,9,east,4,0,3,0,43,81,6,4,3,6,3342
32,5,8,1,5,8,east,1,0,0,0,1,97,1,1,1,0,588
32,5,8,2,6,8,north,1,0,1,0,4,94,2,1,1,2,1154
32,5,8,3,6,9,east,2,0,1,0,7,91,3,2,2,2,1698
32,5,8,4,7,9,east,3,0,1,0,12,88,4,3,3,2,2218
32,5,8,5,8,9,east,4,0,1,0,19,86,4,4,4,2,2552
32,6,0,1,6,0,west,0,1,0,0,1,97,1,1,1,0,588
32,6,0,2,5,0,north,0,1,1,0,4,94,2,1,1,2,1154
32,6,0,3,5,1,north,0,1,2,0,7,91,3,2,2,2,1698
32,6,0,4,5,2,north,0,1,3,0,12,88,4,3,3,2,2218
32,6,0,5,5,3,north,0,1,4,0,19,86,4,4,4,2,2552
32,6,0,6,5,4,north,0,1,5,0,26,83,5,5,4,3,3036
32,6,0,7,5,5,north,0,1,6,0,38,81,6,5,5,3,3344
32,6,0,8,5,6,east,1,1,6,0,65,78,6,6,5,5,3794
32,6,0,9,6,6,north,1,1,7,0,68,76,7,6,6,5,4078
32,6,0,10,6,7,north,1,1,8,0,91,74,7,7,7,5,4352
32,6,1,1,6,1,west,0,1,0,0,1,97,1,1,1,0,588
32,6,1,2,5,1,north,0,1,1,0,4,94,2,1,1,2,1154
32,6,1,3,5,2,north,0,1,2,0,7,91,3,2,2,2,1698
32,6,1,4,5,3,north,0,1,3,0,12,88,4,3,3,2,2218
32,6,1,5,5,4,north,0,1,4,0,19,86,4,4,4,2,2552
32,6,1,6,5,5,north,0,1,5,0,26,83,5,5,4,3,3036
32,6,1,7,5,6,east,1,1,5,0,39,81,5,5,4,5,3348
32,6,1,8,6,6,north,1,1,6,0,65,78,6,6,5,5,3794
32,6,1,9,6,7,north,1,1,7,0,68,76,7,6,6,5,4078
32,6,1,10,6,8,north,1,1,8,0,91,74,7,7,7,5,4352
32,6,2,1,6,2,west,0,1,0,0,1,97,1,1,1,0,588
32,6,2,2,5,2,north,0,1,1,0,4,94,2,1,1,2,1154
32,6,2,3,5,3,north,0,1,2,0,7,91,3,2,2,2,1698
32,6,2,4,5,4,north,0,1,3,0,12,88,4,3,3,2,2218
32,6,2,5,5,5,north,0,1,4,0,19,86,4,4,4,2,2552
32,6,2,6,5,6,east,1,1,4,0,33,84,4,4,4,4,2880
32,6,2,7,6,6,north,1,1,5,0,39,81,5,5,4,5,3348
32,6,2,8,6,7,north,1,1,6,0,65,78,6,6,5,5,3794
32,6,2,9,6,8,north,1,1,7,0,68,76,7,6,6,5,4078
32,6,2,10,6,9,east,2,1,7,0,92,74,7,6,6,7,4354
32,6,3,1,6,3,west,0,1,0,0,1,97,1,1,1,0,588
32,6,3,2,5,3,north,0,1,1,0,4,94,2,1,1,2,1154
32,6,3,3,5,4,north,0,1,2,0,7,91,3,2,2,2,1698
32,6,3,4,5,5,north,0,1,3,0,12,88,4,3,3,2,2218
32,6,3,5,5,6,east,1,1,3,0,21,86,4,3,3,4,2554
32,6,3,6,6,6,north,1,1,4,0,33,84,4,4,4,4,2880
32,6,3,7,6,7,north,1,1,5,0,39,81,5,5,4,5,3348
32,6,3,8,6,8,north,1,1,6,0,65,78,6,6,5,5,3794
32,6,3,9,6,9,east,2,1,6,0,87,76,6,6,5,7,4078
32,6,3,10,7,9,east,3,1,6,0,102,74,7,6,5,8,4350
32,6,5,1,6,5,north,0,0,1,0,1,97,1,1,1,0,588
32,6,5,2,6,6,north,0,0,2,0,2,94,2,2,2,0,1152
32,6,5,3,6,7,north,0,0,3,0,5,91,3,3,3,0,1692
32,6,5,4,6,8,north,0,0,4,0,9,88,4,4,4,0,2208
32,6,5,5,6,9,east,1,0,4,0,19,86,4,4,4,2,2552
32,6,5,6,7,9,east,2,0,4,0,28,83,5,4,4,4,3038
32,6,5,7,8,9,east,3,0,4,0,43,81,6,4,3,6,3342
32,6,6,1,6,6,north,0,0,1,0,1,97,1,1,1,0,588
32,6,6,2,6,7,north,0,0,2,0,2,94,2,2,2,0,1152
32,6,6,3,6,8,north,0,0,3,0,5,91,3,3,3,0,1692
32,6,6,4,6,9,east,1,0,3,0,12,88,4,3,3,2,2218
32,6,6,5,7,9,east,2,0,3,0,21,86,4,3,3,4,2554
32,6,6,6,8,9,east,3,0,3,0,31,83,5,3,3,6,3032
32,6,7,1,6,7,north,0,0,1,0,1,97,1,1,1,0,588
32,6,7,2,6,8,north,0,0,2,0,2,94,2,2,2,0,1152
32,6,7,3,6,9,east,1,0,2,0,7,91,3,2,2,2,1698
32,6,7,4,7,9,east,2,0,2,0,14,88,4,2,2,4,2216
32,6,7,5,8,9,east,3,0,2,0,21,86,4,3,3,4,2554
32,6,8,1,6,8,north,0,0,1,0,1,97,1,1,1,0,588
32,6,8,2,6,9,east,1,0,1,0,4,94,2,1,1,2,1154
32,6,8,3,7,9,east,2,0,1,0,7,91,3,2,2,2,1698
32,6,8,4,8,9,east,3,0,1,0,12,88,4,3,3,2,2218
32,6,9,1,6,9,east,1,0,0,0,1,97,1,1,1,0,588
32,6,9,2,7,9,east,2,0,0,0,2,94,2,2,2,0,1152
32,6,9,3,8,9,east,3,0,0,0,5,91,3,3,3,0,1692
32,7,0,1,7,0,west,0,1,0,0,1,97,1,1,1,0,588
32,7,0,2,6,0,west,0,2,0,0,2,94,2,2,2,0,1152
32,7,0,3,5,0,north,0,2,1,0,7,91,3,2,2,2,1698
32,7,0,4,5,1,north,0,2,2,0,14,88,4,2,2,4,2216
32,7,0,5,5,2,north,0,2,3,0,21,86,4,3,3,4,2554
32,7,0,6,5,3,north,0,2,4,0,28,83,5,4,4,4,3038
32,7,0,7,5,4,north,0,2,5,0,41,81,6,4,4,5,3346
32,7,0,8,5,5,north,0,2,6,0,55,78,7,5,5,5,3792
32,7,0,9,5,6,east,1,2,6,0,87,76,6,6,5,7,4078
32,7,0,10,6,6,north,1,2,7,0,92,74,7,6,6,7,4354
32,7,4,1,7,4,east,1,0,0,0,1,97,1,1,1,0,588
32,7,4,2,8,4,north,1,0,1,0,4,94,2,1,1,2,1154
32,7,4,3,8,5,east,2,0,1,0,7,91,3,2,2,2,1698
32,7,4,4,9,5,north,2,0,2,0,14,88,4,2,2,4,2216
32,7,4,5,9,6,north,2,0,3,0,21,86,4,3,3,4,2554
32,7,4,6,9,7,north,2,0,4,0,28,83,5,4,4,4,3038
32,7,4,7,9,8,north,2,0,5,0,41,81,6,4,4,5,3346
32,7,6,1,7,6,west,0,1,0,0,1,97,1,1,1,0,588
32,7,6,2,6,6,north,0,1,1,0,4,94,2,1,1,2,1154
32,7,6,3,6,7,north,0,1,2,0,7,91,3,2,2,2,1698
32,7,6,4,6,8,north,0,1,3,0,12,88,4,3,3,2,2218
32,7,6,5,6,9,east,1,1,3,0,21,86,4,3,3,4,2554
32,7,6,6,7,9,east,2,1,3,0,32,83,4,4,3,6,3034
32,7,6,7,8,9,east,3,1,3,0,44,81,5,3,3,8,3332
32,7,8,1,7,8,north,0,0,1,0,1,97,1,1,1,0,588
32,7,8,2,7,9,east,1,0,1,0,4,94,2,1,1,2,1154
32,7,8,3,8,9,east,2,0,1,0,7,91,3,2,2,2,1698
32,7,9,1,7,9,east,1,0,0,0,1,97,1,1,1,0,588
32,7,9,2,8,9,east,2,0,0,0,2,94,2,2,2,0,1152
32,8,0,1,8,0,west,0,1,0,0,1,97,1,1,1,0,588
32,8,0,2,7,0,west,0,2,0,0,2,94,2,2,2,0,1152
32,8,0,3,6,0,west,0,3,0,0,5,91,3,3,3,0,1692
32,8,0,4,5,0,north,0,3,1,0,12,88,4,3,3,2,2218
32,8,0,5,5,1,north,0,3,2,0,21,86,4,3,3,4,2554
32,8,0,6,5,2,north,0,3,3,0,31,83,5,3,3,6,3032
32,8,0,7,5,3,north,0,3,4,0,43,81,6,4,3,6,3342
32,8,0,8,5,4,north,0,3,5,0,58,79,7,4,4,6,3642
32,8,0,9,5,5,north,0,3,6,0,76,76,7,5,5,7,4076
32,8,0,10,5,6,east,1,3,6,0,102,74,7,6,5,8,4350
32,8,1,1,8,1,south,0,0,0,1,1,97,1,1,1,0,588
32,8,1,2,8,0,west,0,1,0,1,4,94,2,1,1,2,1154
32,8,1,3,7,0,west,0,2,0,1,7,91,3,2,2,2,1698
32,8,1,4,6,0,west,0,3,0,1,12,88,4,3,3,2,2218
32,8,1,5,5,0,north,0,3,1,1,21,86,4,3,3,4,2554
32,8,1,6,5,1,north,0,3,2,1,32,83,4,4,3,6,3034
32,8,1,7,5,2,north,0,3,3,1,44,81,5,3,3,8,3332
32,8,1,8,5,3,north,0,3,4,1,59,79,6,3,3,9,3624
32,8,1,9,5,4,north,0,3,5,1,79,76,7,4,4,9,4062
32,8,1,10,5,5,north,0,3,6,1,106,74,7,5,5,9,4344
32,8,3,1,8,3,north,0,0,1,0,1,97,1,1,1,0,588
32,8,3,2,8,4,north,0,0,2,0,2,94,2,2,2,0,1152
32,8,3,3,8,5,east,1,0,2,0,7,91,3,2,2,2,1698
32,8,3,4,9,5,north,1,0,3,0,12,88,4,3,3,2,2218
32,8,3,5,9,6,north,1,0,4,0,19,86,4,4,4,2,2552
32,8,3,6,9,7,north,1,0,5,0,26,83,5,5,4,3,3036
32,8,3,7,9,8,north,1,0,6,0,38,81,6,5,5,3,3344
32,8,4,1,8,4,north,0,0,1,0,1,97,1,1,1,0,588
32,8,4,2,8,5,east,1,0,1,0,4,94,2,1,1,2,1154
32,8,4,3,9,5,north,1,0,2,0,7,91,3,2,2,2,1698
32,8,4,4,9,6,north,1,0,3,0,12,88,4,3,3,2,2218
32,8,4,5,9,7,north,1,0,4,0,19,86,4,4,4,2,2552
32,8,4,6,9,8,north,1,0,5,0,26,83,5,5,4,3,3036
32,8,5,1,8,5,east,1,0,0,0,1,97,1,1,1,0,588
32,8,5,2,9,5,north,1,0,1,0,4,94,2,1,1,2,1154
32,8,5,3,9,6,north,1,0,2,0,7,91,3,2,2,2,1698
32,8,5,4,9,7,north,1,0,3,0,12,88,4,3,3,2,2218
32,8,5,5,9,8,north,1,0,4,0,19,86,4,4,4,2,2552
32,8,7,1,8,7,east,1,0,0,0,1,97,1,1,1,0,588
32,8,7,2,9,7,north,1,0,1,0,4,94,2,1,1,2,1154
32,8,7,3,9,8,north,1,0,2,0,7,91,3,2,2,2,1698
32,8,9,1,8,9,east,1,0,0,0,1,97,1,1,1,0,588
32,9,0,1,9,0,west,0,1,0,0,1,97,1,1,1,0,588
32,9,0,2,8,0,west,0,2,0,0,2,94,2,2,2,0,1152
32,9,0,3,7,0,west,0,3,0,0,5,91,3,3,3,0,1692
32,9,0,4,6,0,west,0,4,0,0,9,88,4,4,4,0,2208
32,9,0,5,5,0,north,0,4,1,0,19,86,4,4,4,2,2552
32,9,0,6,5,1,north,0,4,2,0,28,83,5,4,4,4,3038
32,9,0,7,5,2,north,0,4,3,0,43,81,6,4,3,6,3342
32,9,0,8,5,3,north,0,4,4,0,61,79,7,3,3,8,3628
32,9,0,9,5,4,north,0,4,5,0,82,76,8,4,4,8,4064
32,9,0,10,5,5,north,0,4,6,0,109,74,8,5,5,8,4346
32,9,1,1,9,1,south,0,0,0,1,1,97,1,1,1,0,588
32,9,1,2,9,0,west,0,1,0,1,4,94,2,1,1,2,1154
32,9,1,3,8,0,west,0,2,0,1,7,91,3,2,2,2,1698
32,9,1,4,7,0,west,0,3,0,1,12,88,4,3,3,2,2218
32,9,1,5,6,0,west,0,4,0,1,19,86,4,4,4,2,2552
32,9,1,6,5,0,north,0,4,1,1,33,84,4,4,4,4,2880
32,9,1,7,5,1,north,0,4,2,1,36,81,5,4,4,6,3346
32,9,1,8,5,2,north,0,4,3,1,62,79,6,4,3,8,3634
32,9,1,9,5,3,north,0,4,4,1,83,76,7,4,3,10,4050
32,9,1,10,5,4,north,0,4,5,1,107,74,7,4,4,11,4322
32,9,2,1,9,2,south,0,0,0,1,1,97,1,1,1,0,588
32,9,2,2,9,1,south,0,0,0,2,2,94,2,2,2,0,1152
32,9,2,3,9,0,west,0,1,0,2,7,91,3,2,2,2,1698
32,9,2,4,8,0,west,0,2,0,2,14,88,4,2,2,4,2216
32,9,2,5,7,0,west,0,3,0,2,21,86,4,3,3,4,2554
32,9,2,6,6,0,west,0,4,0,2,28,83,5,4,4,4,3038
32,9,2,7,5,0,north,0,4,1,2,36,81,5,4,4,6,3346
32,9,2,8,5,1,north,0,4,2,2,63,79,5,5,3,8,3636
32,9,2,9,5,2,north,0,4,3,2,84,76,6,5,3,10,4054
32,9,2,10,5,3,north,0,4,4,2,110,74,7,5,3,11,4320
32,9,5,1,9,5,north,0,0,1,0,1,97,1,1,1,0,588
32,9,5,2,9,6,north,0,0,2,0,2,94,2,2,2,0,1152
32,9,5,3,9,7,north,0,0,3,0,5,91,3,3,3,0,1692
32,9,5,4,9,8,north,0,0,4,0,9,88,4,4,4,0,2208
32,9,6,1,9,6,north,0,0,1,0,1,97,1,1,1,0,588
32,9,6,2,9,7,north,0,0,2,0,2,94,2,2,2,0,1152
32,9,6,3,9,8,north,0,0,3,0,5,91,3,3,3,0,1692
